definition,class,root,success,ambiguous_forms,notes
it is shining (refers to sun or moon),sg-h,'kalihi,True,,
it is shining (refers to sun or moon),sg-h,'kalihi,True,,
it is shining (refers to sun or moon),sg-h,'kalihi,True,,
it is shining (refers to sun or moon),sg-h,'kalihi,True,,
it is shining (refers to sun or moon),sg-h,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,,
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,,
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-h,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,'kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,akali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,,
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hi-hihst,kali,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,'kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,akalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,,
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
it is shining (refers to sun or moon),sg-s-hst,kalihi,True,infinitive,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kan,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kan,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kana,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kana,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kanat,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is licking it,i-a-i,kanat,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd,kanawht,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd,kanawht,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[perf3],kanawht,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[perf3],kanawht,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[pres2-perf3],kanawhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[pres2-perf3],kanawhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[pres2],kanawhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is warming it,ih-ohd[pres2],kanawhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,,
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,,
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,,
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,,
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,,
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,,
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,g-ts,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,,
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,'kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,,
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,akanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,,
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hg-hts,kanawo,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,,
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,'kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,,
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,akanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,,
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,hih-lh,kanawohi,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,,
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,'kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,,
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,akanawoh,True,infinitive,Ambiguity implies lossy rule reversal
it’s getting warm,i-a-i,kanawoh,True,,
it’s getting warm,i-a-i,kanawoh,True,,
it’s getting warm,i-a-i,kanawoh,True,,
it’s getting warm,i-a-i,kanawoh,True,,
it’s getting warm,i-a-i,kanawoh,True,infinitive,Ambiguity implies lossy rule reversal
