Id,Deck,SequenceOrder,EntryNo,WordIndex,TotalWords,English,FrontSyllabary,FrontPhonetics,TargetWordSyllabary,TargetWordPhonetics,BackSyllabary,BackPhonetics,Audio,Tags
cloze_1467.1_s1_w2,Cherokee Cloze Sentences,706,1467.1,2,3,I want to say one thing.,ᏑᏓᎴᎩ <span class='cloze-blank'>______</span> ᎠᏆᏚᎵ.,sudalegi <span class='cloze-blank'>______</span> agwaduli,ᎢᏯᎩᏪᏍᏗ,iyagiwesdi,ᏑᏓᎴᎩ <span class='cloze-target'>ᎢᏯᎩᏪᏍᏗ</span> ᎠᏆᏚᎵ.,sudalegi <span class='cloze-target'>iyagiwesdi</span> agwaduli,[sound:Sentence_for_entry_1467.m4a],cloze sentence entry_1467
cloze_62.1_s1_w2,Cherokee Cloze Sentences,707,62.1,2,5,Where did you get the color television?,ᎭᏢ <span class='cloze-blank'>______</span> Ꮎ ᎤᎵᏑᏫᏓ ᎠᏓᏴᎳᏛᏍᎩ?,hadlv <span class='cloze-blank'>______</span> na ulsuhwida adayvlatvsgi,ᏣᎩᏎ,jagise,ᎭᏢ <span class='cloze-target'>ᏣᎩᏎ</span> Ꮎ ᎤᎵᏑᏫᏓ ᎠᏓᏴᎳᏛᏍᎩ?,hadlv <span class='cloze-target'>jagise</span> na ulsuhwida adayvlatvsgi,[sound:Sentence_for_entry_0062.m4a],cloze sentence entry_62
cloze_1811.1_s1_w5,Cherokee Cloze Sentences,708,1811.1,5,5,I didn’t eat this morning and now I’m hungry.,Ꮭ ᏯᏆᎵᏍᏓᏴᏁ ᏑᎾᎴ‚ ᏃᏊᏅ <span class='cloze-blank'>______</span>.,hla yagwalsdayvhne sunale nogwuhnv <span class='cloze-blank'>______</span>,ᎠᎩᏲᏏᎭ,agiyosiha,Ꮭ ᏯᏆᎵᏍᏓᏴᏁ ᏑᎾᎴ‚ ᏃᏊᏅ <span class='cloze-target'>ᎠᎩᏲᏏᎭ</span>.,hla yagwalsdayvhne sunale nogwuhnv <span class='cloze-target'>agiyosiha</span>,[sound:Sentence_for_entry_1811.m4a],cloze sentence entry_1811
cloze_1778.1_s1_w4,Cherokee Cloze Sentences,709,1778.1,4,4,How did he become wealthy?,ᎦᏙ ᎠᏛᏁᎲ ᎤᏪᎿᎢ <span class='cloze-blank'>______</span>?,gado advnehv uwehna’i <span class='cloze-blank'>______</span>,ᏄᎵᏍᏔᏁᎢ,nulstane’i,ᎦᏙ ᎠᏛᏁᎲ ᎤᏪᎿᎢ <span class='cloze-target'>ᏄᎵᏍᏔᏁᎢ</span>?,gado advnehv uwehna’i <span class='cloze-target'>nulstane’i</span>,[sound:Sentence_for_entry_1778.m4a],cloze sentence entry_1778
cloze_1846.1_s1_w2,Cherokee Cloze Sentences,710,1846.1,2,5,She took the glass of water inside.,ᎦᎵᏦᏕ <span class='cloze-blank'>______</span> ᎠᎹ ᎠᏟᏍᏛ ᎤᎸᏌᏗ.,gahljode <span class='cloze-blank'>______</span> ama adlisdv ulvsa’di,ᏭᏁᏅ,wunehnv,ᎦᎵᏦᏕ <span class='cloze-target'>ᏭᏁᏅ</span> ᎠᎹ ᎠᏟᏍᏛ ᎤᎸᏌᏗ.,gahljode <span class='cloze-target'>wunehnv</span> ama adlisdv ulvsa’di,[sound:Sentence_for_entry_1846.m4a],cloze sentence entry_1846
cloze_177.1_s1_w4,Cherokee Cloze Sentences,711,177.1,4,4,When he has eaten a lot‚ he has a nightmare.,ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ <span class='cloze-blank'>______</span>.,tsgwisdi ulsdayvhnv yigi <span class='cloze-blank'>______</span>,ᎠᏟᎩᏍᎪᎢ,ahligisgo’i,ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ <span class='cloze-target'>ᎠᏟᎩᏍᎪᎢ</span>.,tsgwisdi ulsdayvhnv yigi <span class='cloze-target'>ahligisgo’i</span>,[sound:Sentence_for_entry_0177.m4a],cloze sentence entry_177
cloze_433.1_s1_w1,Cherokee Cloze Sentences,712,433.1,1,4,A lot of Mexicans live in Texas.,<span class='cloze-blank'>______</span> ᏥᏈᏍᏗ ᎠᏂᏍᏆᏂ ᎠᏁᎭ.,<span class='cloze-blank'>______</span> tsgwisdi anisgwani aneha,ᏅᏓᎩ,nvdagi,<span class='cloze-target'>ᏅᏓᎩ</span> ᏥᏈᏍᏗ ᎠᏂᏍᏆᏂ ᎠᏁᎭ.,<span class='cloze-target'>nvdagi</span> tsgwisdi anisgwani aneha,[sound:Sentence_for_entry_0433.m4a],cloze sentence entry_433
cloze_276.1_s1_w2,Cherokee Cloze Sentences,713,276.1,2,3,This ball player is left-handed.,ᎯᎠ <span class='cloze-blank'>______</span> ᎠᎦᏍᎦᏂᏓ.,hi’a <span class='cloze-blank'>______</span> aksganida,ᎠᎳᏍᎦᎵᏍᎩ,alasgalisgi,ᎯᎠ <span class='cloze-target'>ᎠᎳᏍᎦᎵᏍᎩ</span> ᎠᎦᏍᎦᏂᏓ.,hi’a <span class='cloze-target'>alasgalisgi</span> aksganida,[sound:Sentence_for_entry_0276.m4a],cloze sentence entry_276
cloze_1794.1_s1_w2,Cherokee Cloze Sentences,714,1794.1,2,3,He wants to play with foam.,ᎤᏬᎩᏟ <span class='cloze-blank'>______</span> ᎤᏚᎵᎭ.,uwogihli <span class='cloze-blank'>______</span> uduliha,ᏧᏁᎶᏙᏗ,junelhdohdi,ᎤᏬᎩᏟ <span class='cloze-target'>ᏧᏁᎶᏙᏗ</span> ᎤᏚᎵᎭ.,uwogihli <span class='cloze-target'>junelhdohdi</span> uduliha,[sound:Sentence_for_entry_1794.m4a],cloze sentence entry_1794
cloze_1436.1_s1_w4,Cherokee Cloze Sentences,715,1436.1,4,6,How much corn did you raise this summer?,ᎯᎳ ᎢᎦ ᏎᎷ <span class='cloze-blank'>______</span> ᎪᎯ ᎪᎩ?,hila iga selu <span class='cloze-blank'>______</span> kohi gogi,ᏕᎭᏛᎯᏍᏓ,dehatvhisda,ᎯᎳ ᎢᎦ ᏎᎷ <span class='cloze-target'>ᏕᎭᏛᎯᏍᏓ</span> ᎪᎯ ᎪᎩ?,hila iga selu <span class='cloze-target'>dehatvhisda</span> kohi gogi,[sound:Sentence_for_entry_1436.m4a],cloze sentence entry_1436
cloze_613.1_s1_w3,Cherokee Cloze Sentences,716,613.1,3,3,When are they going to adjourn?,ᎯᎳ ᎢᏴ <span class='cloze-blank'>______</span>?,hila iyv <span class='cloze-blank'>______</span>,ᏙᏛᏂᏰᎵᏏ,dodvniyelisi,ᎯᎳ ᎢᏴ <span class='cloze-target'>ᏙᏛᏂᏰᎵᏏ</span>?,hila iyv <span class='cloze-target'>dodvniyelisi</span>,[sound:Sentence_for_entry_0613.m4a],cloze sentence entry_613
cloze_366.1_s1_w5,Cherokee Cloze Sentences,717,366.1,5,5,This boy and girl want to go together.,ᎯᎠ ᎠᎨᏳᏣ ᎠᏧᏣᏃ ᎤᎾᎵᎪᏗ <span class='cloze-blank'>______</span>.,hi’a agehyuja achujahno unalikdi <span class='cloze-blank'>______</span>,ᎤᎾᏚᎵᎭ,unaduliha,ᎯᎠ ᎠᎨᏳᏣ ᎠᏧᏣᏃ ᎤᎾᎵᎪᏗ <span class='cloze-target'>ᎤᎾᏚᎵᎭ</span>.,hi’a agehyuja achujahno unalikdi <span class='cloze-target'>unaduliha</span>,[sound:Sentence_for_entry_0366.m4a],cloze sentence entry_366
cloze_561.1_s1_w3,Cherokee Cloze Sentences,718,561.1,3,5,When he gets to town‚ the man is going to buy a car.,ᏗᎦᏚᎲ ᏫᎦᎷᏨ <span class='cloze-blank'>______</span> ᏓᏆᎴᎳ ᏓᏳᏩᏏ.,digaduhv wigaluhjv <span class='cloze-blank'>______</span> dagwalela dayuhwasi,ᎠᏍᎦᏯ‚,asgaya,ᏗᎦᏚᎲ ᏫᎦᎷᏨ <span class='cloze-target'>ᎠᏍᎦᏯ‚</span> ᏓᏆᎴᎳ ᏓᏳᏩᏏ.,digaduhv wigaluhjv <span class='cloze-target'>asgaya</span> dagwalela dayuhwasi,[sound:Sentence_for_entry_0561.m4a],cloze sentence entry_561
cloze_169.1_s1_w3,Cherokee Cloze Sentences,719,169.1,3,4,He’s driving the cattle toward the pasture.,ᏠᎨᏏ ᏗᏜ <span class='cloze-blank'>______</span> ᏩᎦ.,dlogesi didla <span class='cloze-blank'>______</span> wahga,ᏓᎯᎵ,dahi’li,ᏠᎨᏏ ᏗᏜ <span class='cloze-target'>ᏓᎯᎵ</span> ᏩᎦ.,dlogesi didla <span class='cloze-target'>dahi’li</span> wahga,[sound:Sentence_for_entry_0169.m4a],cloze sentence entry_169
cloze_621.1_s1_w1,Cherokee Cloze Sentences,720,621.1,1,4,When it becomes light‚ the dog barks.,<span class='cloze-blank'>______</span> ᏱᏄᎵᏍᏔᎾ ᎩᏟ ᏓᏑᏫᏍᎪᎢ.,<span class='cloze-blank'>______</span> yinulstana gihli dasuhwisgo’i,ᎤᏒ,usv,<span class='cloze-target'>ᎤᏒ</span> ᏱᏄᎵᏍᏔᎾ ᎩᏟ ᏓᏑᏫᏍᎪᎢ.,<span class='cloze-target'>usv</span> yinulstana gihli dasuhwisgo’i,[sound:Sentence_for_entry_0621.m4a],cloze sentence entry_621
cloze_1127.1_s1_w1,Cherokee Cloze Sentences,721,1127.1,1,5,Meat is less expensive at slaughter houses.,<span class='cloze-blank'>______</span> ᏧᏂᎯᏍᏗ ᎦᏲᏟᎨ ᏓᎬᏩᎶᏙ ᎭᏫᏯ.,<span class='cloze-blank'>______</span> junihisdi gayohlige dagvwalhdo hawiya,ᏏᏆ,sihgwa,<span class='cloze-target'>ᏏᏆ</span> ᏧᏂᎯᏍᏗ ᎦᏲᏟᎨ ᏓᎬᏩᎶᏙ ᎭᏫᏯ.,<span class='cloze-target'>sihgwa</span> junihisdi gayohlige dagvwalhdo hawiya,[sound:Sentence_for_entry_1127.m4a],cloze sentence entry_1127
cloze_178.1_s1_w2,Cherokee Cloze Sentences,722,178.1,2,4,How long did it take for you to get a haircut?,ᎯᎳ <span class='cloze-blank'>______</span> ᎤᏟᎢᎵᏙᎴ ᎡᏣᏍᏙᏰᏍᎬ?,hila <span class='cloze-blank'>______</span> uhlilidole etsdoyesgv,ᎢᎪᎯᏓ,igohida,ᎯᎳ <span class='cloze-target'>ᎢᎪᎯᏓ</span> ᎤᏟᎢᎵᏙᎴ ᎡᏣᏍᏙᏰᏍᎬ?,hila <span class='cloze-target'>igohida</span> uhlilidole etsdoyesgv,[sound:Sentence_for_entry_0178.m4a],cloze sentence entry_178
cloze_701.1_s1_w1,Cherokee Cloze Sentences,723,701.1,1,5,When some people break the law‚ they get away with it.,<span class='cloze-blank'>______</span> ᏱᏚᏂᏲᏍᏔᎾ ᎢᎦᏓ ᎬᏩᎩᏘ ᎾᎾᏛᏁᎰᎢ.,<span class='cloze-blank'>______</span> yiduniyostana igada gvwakti nanadvneho’i,ᏗᎧᏃᏩᏛᏍᏗ,dikanowadvsdi,<span class='cloze-target'>ᏗᎧᏃᏩᏛᏍᏗ</span> ᏱᏚᏂᏲᏍᏔᎾ ᎢᎦᏓ ᎬᏩᎩᏘ ᎾᎾᏛᏁᎰᎢ.,<span class='cloze-target'>dikanowadvsdi</span> yiduniyostana igada gvwakti nanadvneho’i,[sound:Sentence_for_entry_0701.m4a],cloze sentence entry_701
cloze_294.1_s1_w1,Cherokee Cloze Sentences,724,294.1,1,4,His right eye is always bothering him.,<span class='cloze-blank'>______</span> ᎠᎦᏙᎵ ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.,<span class='cloze-blank'>______</span> aktoli nigohilv udehyahtohdisgo’i,ᎠᎦᏘᏏ,aktisi,<span class='cloze-target'>ᎠᎦᏘᏏ</span> ᎠᎦᏙᎵ ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.,<span class='cloze-target'>aktisi</span> aktoli nigohilv udehyahtohdisgo’i,[sound:Sentence_for_entry_0294.m4a],cloze sentence entry_294
cloze_465.1_s1_w5,Cherokee Cloze Sentences,725,465.1,5,5,He burned his hand when he touched a hot stove.,ᎤᏬᏰᏂ ᎤᎴᏴᏒ ᎤᏗᏞᎩ ᎣᏏ <span class='cloze-blank'>______</span>.,uwoyeni uleyvsv udihlehgi osi <span class='cloze-blank'>______</span>,ᎤᏒᏂᎳ,usvhnila,ᎤᏬᏰᏂ ᎤᎴᏴᏒ ᎤᏗᏞᎩ ᎣᏏ <span class='cloze-target'>ᎤᏒᏂᎳ</span>.,uwoyeni uleyvsv udihlehgi osi <span class='cloze-target'>usvhnila</span>,[sound:Sentence_for_entry_0465.m4a],cloze sentence entry_465
cloze_822.1_s1_w1,Cherokee Cloze Sentences,726,822.1,1,5,The reason he is so strong is because he is always lifting heavy objects.,<span class='cloze-blank'>______</span> ᎦᎨᏓ ᎠᏌᎳᏓᏅᎲᏍᎬ ᏅᏗᎦᎵᏍᏙᏗ́ ᏥᏄᏟᏂᎬᎦ.,<span class='cloze-blank'>______</span> gageda asaladanvhvsgv nvdigalsdohdi jinuhlinigvga,ᏂᎪᎯᎸ,nigohilv,<span class='cloze-target'>ᏂᎪᎯᎸ</span> ᎦᎨᏓ ᎠᏌᎳᏓᏅᎲᏍᎬ ᏅᏗᎦᎵᏍᏙᏗ́ ᏥᏄᏟᏂᎬᎦ.,<span class='cloze-target'>nigohilv</span> gageda asaladanvhvsgv nvdigalsdohdi jinuhlinigvga,[sound:Sentence_for_entry_0822.m4a],cloze sentence entry_822
cloze_282.1_s1_w2,Cherokee Cloze Sentences,727,282.1,2,4,This man is very knowledgeable.,ᎯᎠ <span class='cloze-blank'>______</span> ᎤᏙᎯᏳ ᎠᎦᏔᎿᎢ.,hi’a <span class='cloze-blank'>______</span> udohiyu aktahna’i,ᎠᏍᎦᏯ,asgaya,ᎯᎠ <span class='cloze-target'>ᎠᏍᎦᏯ</span> ᎤᏙᎯᏳ ᎠᎦᏔᎿᎢ.,hi’a <span class='cloze-target'>asgaya</span> udohiyu aktahna’i,[sound:Sentence_for_entry_0282.m4a],cloze sentence entry_282
cloze_1758.1_s1_w3,Cherokee Cloze Sentences,728,1758.1,3,3,I hope to hear from her.,ᎤᏚᎩ ᎠᏋᎭ <span class='cloze-blank'>______</span>.,utugi agwvha <span class='cloze-blank'>______</span>,ᏥᏯᏛᎪᏗᎢ,jiyatvgodi’i,ᎤᏚᎩ ᎠᏋᎭ <span class='cloze-target'>ᏥᏯᏛᎪᏗᎢ</span>.,utugi agwvha <span class='cloze-target'>jiyatvgodi’i</span>,[sound:Sentence_for_entry_1758.m4a],cloze sentence entry_1758
cloze_793.1_s1_w5,Cherokee Cloze Sentences,729,793.1,5,8,He didn’t want to drive a dirty car‚ so he washed it.,Ꮭ ᏳᏚᎸᎮ ᎦᏓᎭ ᏓᏆᎴᎳ <span class='cloze-blank'>______</span> ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏅᎦᎸᎲᎢ.,hla yudulvhe gadaha dagwalela <span class='cloze-blank'>______</span> nasgina iyusdi unvgalvhv’i,ᎤᎯᎸᏍᏗ,uhilvsdi,Ꮭ ᏳᏚᎸᎮ ᎦᏓᎭ ᏓᏆᎴᎳ <span class='cloze-target'>ᎤᎯᎸᏍᏗ</span> ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏅᎦᎸᎲᎢ.,hla yudulvhe gadaha dagwalela <span class='cloze-target'>uhilvsdi</span> nasgina iyusdi unvgalvhv’i,[sound:Sentence_for_entry_0793.m4a],cloze sentence entry_793
cloze_515.1_s1_w1,Cherokee Cloze Sentences,730,515.1,1,3,Sit here in the middle.,<span class='cloze-blank'>______</span> ᎠᏰᏟ ᏦᏞᏍᏗ.,<span class='cloze-blank'>______</span> ayehli johlesdi,ᎠᎭᏂ,ahani,<span class='cloze-target'>ᎠᎭᏂ</span> ᎠᏰᏟ ᏦᏞᏍᏗ.,<span class='cloze-target'>ahani</span> ayehli johlesdi,[sound:Sentence_for_entry_0515.m4a],cloze sentence entry_515
cloze_1380.1_s1_w3,Cherokee Cloze Sentences,731,1380.1,3,4,What do you have on your arm?,ᎦᏙ ᎤᏍᏗ <span class='cloze-blank'>______</span> ᎯᏃᎨᏂ?,gado usdi <span class='cloze-blank'>______</span> hihnogeni,ᏂᏨᏅᏗ,nijvnhdi,ᎦᏙ ᎤᏍᏗ <span class='cloze-target'>ᏂᏨᏅᏗ</span> ᎯᏃᎨᏂ?,gado usdi <span class='cloze-target'>nijvnhdi</span> hihnogeni,[sound:Sentence_for_entry_1380.m4a],cloze sentence entry_1380
cloze_1768.1_s1_w4,Cherokee Cloze Sentences,732,1768.1,4,4,She’s wearing a sweater made from wool.,ᎤᏩᏂ ᎪᏢᏔᏅ ᎠᎿᏬ <span class='cloze-blank'>______</span>.,uwa’ni gohlvhtanv ahnawo <span class='cloze-blank'>______</span>,ᎤᏄᏩ,uhnuwa,ᎤᏩᏂ ᎪᏢᏔᏅ ᎠᎿᏬ <span class='cloze-target'>ᎤᏄᏩ</span>.,uwa’ni gohlvhtanv ahnawo <span class='cloze-target'>uhnuwa</span>,[sound:Sentence_for_entry_1768.m4a],cloze sentence entry_1768
cloze_519.1_s1_w4,Cherokee Cloze Sentences,733,519.1,4,4,Have you heard a hen crowing?,ᏣᏛᎦᏅᏍ ᏥᏔᎦ ᎠᎩᏌ <span class='cloze-blank'>______</span>?,tstvganvs jitaga agisa <span class='cloze-blank'>______</span>,ᎠᏴᎬᎢ,ayhgv’i,ᏣᏛᎦᏅᏍ ᏥᏔᎦ ᎠᎩᏌ <span class='cloze-target'>ᎠᏴᎬᎢ</span>?,tstvganvs jitaga agisa <span class='cloze-target'>ayhgv’i</span>,[sound:Sentence_for_entry_0519.m4a],cloze sentence entry_519
cloze_928.1_s1_w4,Cherokee Cloze Sentences,734,928.1,4,4,He always brushes his teeth after every meal.,ᏂᎪᎯᎸ ᏳᎵᏍᏓᎥᏃᎿ ᏕᎦᏅᎦᎵᏍᎪ <span class='cloze-blank'>______</span>.,nigohilv yulsda’vhnohna deganvgalisgo <span class='cloze-blank'>______</span>,ᏕᎦᏅᏙᎬᎢ,deganhdohgv’i,ᏂᎪᎯᎸ ᏳᎵᏍᏓᎥᏃᎿ ᏕᎦᏅᎦᎵᏍᎪ <span class='cloze-target'>ᏕᎦᏅᏙᎬᎢ</span>.,nigohilv yulsda’vhnohna deganvgalisgo <span class='cloze-target'>deganhdohgv’i</span>,[sound:Sentence_for_entry_0928.m4a],cloze sentence entry_928
cloze_1025.1_s1_w1,Cherokee Cloze Sentences,735,1025.1,1,5,I saw him walking downstream while ago.,<span class='cloze-blank'>______</span> ᏗᏜ ᏩᎢᏒ ᏧᏫᏥᎪᎥ ᎪᎯᎢ.,<span class='cloze-blank'>______</span> didla wa’isv juwijigo’v kohi’i,ᎨᎢ,ge’i,<span class='cloze-target'>ᎨᎢ</span> ᏗᏜ ᏩᎢᏒ ᏧᏫᏥᎪᎥ ᎪᎯᎢ.,<span class='cloze-target'>ge’i</span> didla wa’isv juwijigo’v kohi’i,[sound:Sentence_for_entry_1025.m4a],cloze sentence entry_1025
cloze_1368.1_s2_w2,Cherokee Cloze Sentences,736,1368.1,2,3,She likes to go everywhere.,ᏂᎬ <span class='cloze-blank'>______</span> ᎤᎸᏉᏗ.,nikv <span class='cloze-blank'>______</span> ulvkwdi,ᎤᏪᏙᎵᏓᏍᏗ,uwedolidasdi,ᏂᎬ <span class='cloze-target'>ᎤᏪᏙᎵᏓᏍᏗ</span> ᎤᎸᏉᏗ.,nikv <span class='cloze-target'>uwedolidasdi</span> ulvkwdi,[sound:Sentence_for_entry_1368_02.m4a],cloze sentence entry_1368
cloze_897.1_s1_w3,Cherokee Cloze Sentences,737,897.1,3,4,The ball flew by above your head.,ᎯᏍᎪᎵ ᎦᎸᎳᏗᏜ <span class='cloze-blank'>______</span> ᏍᏆᏞᏍᏗ.,hiskoli galvladidla <span class='cloze-blank'>______</span> sgwahlesdi,ᎦᏃᎯᎸᏍᏗ,ganohilvsdi,ᎯᏍᎪᎵ ᎦᎸᎳᏗᏜ <span class='cloze-target'>ᎦᏃᎯᎸᏍᏗ</span> ᏍᏆᏞᏍᏗ.,hiskoli galvladidla <span class='cloze-target'>ganohilvsdi</span> sgwahlesdi,[sound:Sentence_for_entry_0897.m4a],cloze sentence entry_897
cloze_1509.1_s1_w3,Cherokee Cloze Sentences,738,1509.1,3,6,I hear a whippoorwill every night close to the house.,ᏥᏆᎴᏆᎵ ᏂᎦᏪᏍᎬ <span class='cloze-blank'>______</span> ᏧᎵᏏᏅᏓ ᎠᏓᏁᎸ ᎾᎥᎢ.,tsgwalegwali nigawesgv <span class='cloze-blank'>______</span> julsihnvda adanelv na’v’i,ᎦᏛᎩᏍᎪ,gatvgisgo,ᏥᏆᎴᏆᎵ ᏂᎦᏪᏍᎬ <span class='cloze-target'>ᎦᏛᎩᏍᎪ</span> ᏧᎵᏏᏅᏓ ᎠᏓᏁᎸ ᎾᎥᎢ.,tsgwalegwali nigawesgv <span class='cloze-target'>gatvgisgo</span> julsihnvda adanelv na’v’i,[sound:Sentence_for_entry_1509.m4a],cloze sentence entry_1509
cloze_1498.1_s1_w1,Cherokee Cloze Sentences,739,1498.1,1,4,You can see a lot of toads by a pond.,<span class='cloze-blank'>______</span> ᏥᏈᏍᏓ ᏱᏛᎪᏩᏔ ᏖᎦ.,<span class='cloze-blank'>______</span> tsgwisda yidvgohwahta tehga,ᎥᏓᎷᎵᏗ,vdalulhdi,<span class='cloze-target'>ᎥᏓᎷᎵᏗ</span> ᏥᏈᏍᏓ ᏱᏛᎪᏩᏔ ᏖᎦ.,<span class='cloze-target'>vdalulhdi</span> tsgwisda yidvgohwahta tehga,[sound:Sentence_for_entry_1498.m4a],cloze sentence entry_1498
cloze_609.1_s1_w4,Cherokee Cloze Sentences,740,609.1,4,6,What is the little boy playing with?,ᎦᏙ ᎤᏍᏗ ᏓᏁᎶᏗ <span class='cloze-blank'>______</span> ᎤᏍᏗ ᎠᏧᏣ?,gado usdi danehldi <span class='cloze-blank'>______</span> usdi achuja,Ꮎ,na,ᎦᏙ ᎤᏍᏗ ᏓᏁᎶᏗ <span class='cloze-target'>Ꮎ</span> ᎤᏍᏗ ᎠᏧᏣ?,gado usdi danehldi <span class='cloze-target'>na</span> usdi achuja,[sound:Sentence_for_entry_0609.m4a],cloze sentence entry_609
cloze_703.1_s1_w2,Cherokee Cloze Sentences,741,703.1,2,4,Hand me a sharpener. I’m going to sharpen a knife.,ᏗᎬᏢᏗ <span class='cloze-blank'>______</span>. ᎭᏰᎵᏍᏗ ᏓᎬᏢᎯ.,dikdlvhdi <span class='cloze-blank'>______</span> hayelsdi dodagvhdlvhi,ᎡᏍᎬᏏ,deskvsi,ᏗᎬᏢᏗ <span class='cloze-target'>ᎡᏍᎬᏏ</span>. ᎭᏰᎵᏍᏗ ᏓᎬᏢᎯ.,dikdlvhdi <span class='cloze-target'>deskvsi</span> hayelsdi dodagvhdlvhi,[sound:Sentence_for_entry_0703.m4a],cloze sentence entry_703
cloze_881.1_s1_w3,Cherokee Cloze Sentences,742,881.1,3,3,His birthday is in August.,ᎦᎶᏂ ᎧᎸ <span class='cloze-blank'>______</span>.,ga’lohni kalv <span class='cloze-blank'>______</span>,ᎤᏕᏘᏱᏍᎩ,udetiyisgi,ᎦᎶᏂ ᎧᎸ <span class='cloze-target'>ᎤᏕᏘᏱᏍᎩ</span>.,ga’lohni kalv <span class='cloze-target'>udetiyisgi</span>,[sound:Sentence_for_entry_0881.m4a],cloze sentence entry_881
cloze_1548.1_s1_w3,Cherokee Cloze Sentences,743,1548.1,3,5,His shirt was so small his navel was showing.,ᎤᏍᏗᎩ ᎤᏄᏮ <span class='cloze-blank'>______</span> ᎤᏗᏴᏓᏛ ᎤᎦᏌᏛᎢ.,usdiki uhnuwv <span class='cloze-blank'>______</span> udiyvda’dv uksatv’i,ᎢᏳᏍᏗ,iyusdi,ᎤᏍᏗᎩ ᎤᏄᏮ <span class='cloze-target'>ᎢᏳᏍᏗ</span> ᎤᏗᏴᏓᏛ ᎤᎦᏌᏛᎢ.,usdiki uhnuwv <span class='cloze-target'>iyusdi</span> udiyvda’dv uksatv’i,[sound:Sentence_for_entry_1548.m4a],cloze sentence entry_1548
cloze_1715.1_s1_w2,Cherokee Cloze Sentences,744,1715.1,2,5,A bell rings when it’s time for church to start.,ᎤᎭᎸᏂ <span class='cloze-blank'>______</span> ᎤᏓᎴᏅᏗ ᏱᎩ ᏓᏂᎳᏫᎬᎢ.,uhalvni <span class='cloze-blank'>______</span> udalenhdi yigi danilawigv’i,ᎤᏃᏴᎪ,unohyvhgo,ᎤᎭᎸᏂ <span class='cloze-target'>ᎤᏃᏴᎪ</span> ᎤᏓᎴᏅᏗ ᏱᎩ ᏓᏂᎳᏫᎬᎢ.,uhalvni <span class='cloze-target'>unohyvhgo</span> udalenhdi yigi danilawigv’i,[sound:Sentence_for_entry_1715_01.m4a],cloze sentence entry_1715
cloze_246.1_s1_w1,Cherokee Cloze Sentences,745,246.1,1,2,Get in the car.,<span class='cloze-blank'>______</span> ᎭᏣᎥᎦ.,<span class='cloze-blank'>______</span> haja’vga,ᏓᏆᎴᎷ,dagwalelu,<span class='cloze-target'>ᏓᏆᎴᎷ</span> ᎭᏣᎥᎦ.,<span class='cloze-target'>dagwalelu</span> haja’vga,[sound:Sentence_for_entry_0246.m4a],cloze sentence entry_246
cloze_753.1_s1_w1,Cherokee Cloze Sentences,746,753.1,1,5,That student works all day Saturday.,<span class='cloze-blank'>______</span> ᏗᏚᏠᏆᏍᎩ ᏙᏓᏈᏕᎾ ᎤᏙᏓᏆᏓ ᏚᎸᏫᏍᏓᏁᎰᎢ.,<span class='cloze-blank'>______</span> didehlohgwasgi dodagwidena udodagwada dulvhwisdaneho’i,Ꮎ,na,<span class='cloze-target'>Ꮎ</span> ᏗᏚᏠᏆᏍᎩ ᏙᏓᏈᏕᎾ ᎤᏙᏓᏆᏓ ᏚᎸᏫᏍᏓᏁᎰᎢ.,<span class='cloze-target'>na</span> didehlohgwasgi dodagwidena udodagwada dulvhwisdaneho’i,[sound:Sentence_for_entry_0753.m4a],cloze sentence entry_753
cloze_51.1_s1_w1,Cherokee Cloze Sentences,747,51.1,1,4,She’s in the kitchen washing dishes.,<span class='cloze-blank'>______</span> ᎠᏯᎠ ᏗᏖᎵᏙ ᏕᎬᏗᏰᎠ.,<span class='cloze-blank'>______</span> aya’a ditelido degvdiye’a,ᎠᏓᏍᏓᏴᏗ,adasdayhdi,<span class='cloze-target'>ᎠᏓᏍᏓᏴᏗ</span> ᎠᏯᎠ ᏗᏖᎵᏙ ᏕᎬᏗᏰᎠ.,<span class='cloze-target'>adasdayhdi</span> aya’a ditelido degvdiye’a,[sound:Sentence_for_entry_0051.m4a],cloze sentence entry_51
cloze_1541.1_s1_w3,Cherokee Cloze Sentences,748,1541.1,3,5,Can you help me get my car out of a ditch?,ᎡᎵᏊᏍ ᏱᏍᎩᏍᏕᎳ <span class='cloze-blank'>______</span> ᎦᎴᏒ ᏓᏆᎴᎳ?,eligwus yiksdela <span class='cloze-blank'>______</span> galesv dagwalela,ᎤᏕᎵᏍᎦᎸᎲ,udelisgalvhv,ᎡᎵᏊᏍ ᏱᏍᎩᏍᏕᎳ <span class='cloze-target'>ᎤᏕᎵᏍᎦᎸᎲ</span> ᎦᎴᏒ ᏓᏆᎴᎳ?,eligwus yiksdela <span class='cloze-target'>udelisgalvhv</span> galesv dagwalela,[sound:Sentence_for_entry_1541.m4a],cloze sentence entry_1541
